file,class,method,variable,usage
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testShutdownSharedExecutorTask/0,PERIOD_MILLIS,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testShutdownSharedExecutorTask/0,LIMIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testAcquireMultiplePeriods/0,PERIOD_MILLIS,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testShutdownSharedExecutorNoTask/0,UNIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testShutdownSharedExecutorNoTask/0,PERIOD_MILLIS,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testShutdownSharedExecutorNoTask/0,LIMIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testPassAfterShutdown/0,UNIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testPassAfterShutdown/0,PERIOD_MILLIS,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testPassAfterShutdown/0,LIMIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testShutdownOwnExecutor/0,UNIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testShutdownOwnExecutor/0,PERIOD_MILLIS,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testShutdownOwnExecutor/0,LIMIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testInitInvalidPeriod/0,UNIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testInitInvalidPeriod/0,LIMIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testGetAverageCallsPerPeriod/0,UNIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testGetAverageCallsPerPeriod/0,PERIOD_MILLIS,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testGetAverageCallsPerPeriod/0,LIMIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testTryAcquire/0,PERIOD_MILLIS,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testTryAcquire/0,LIMIT,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testAcquireMultipleThreads/0,UNIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testAcquireMultipleThreads/0,PERIOD_MILLIS,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testTryAcquireAfterShutdown/0,UNIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testTryAcquireAfterShutdown/0,PERIOD_MILLIS,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest,testTryAcquireAfterShutdown/0,LIMIT,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\text\StrMatcher.java,org.apache.commons.lang3.text.StrMatcher$CharSetMatcher,"isMatch/4[char[],int,int,int]",chars,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\text\StrMatcher.java,org.apache.commons.lang3.text.StrMatcher$CharSetMatcher,CharSetMatcher/1[char[]],chars,4
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\HashCodeBuilderAndEqualsBuilderTest.java,org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest$AllTransientFixture,"AllTransientFixture/4[int,char,java.lang.String,short]",c,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\HashCodeBuilderAndEqualsBuilderTest.java,org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest$AllTransientFixture,"AllTransientFixture/4[int,char,java.lang.String,short]",s,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\HashCodeBuilderAndEqualsBuilderTest.java,org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest$AllTransientFixture,"AllTransientFixture/4[int,char,java.lang.String,short]",string,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\HashCodeBuilderAndEqualsBuilderTest.java,org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest$AllTransientFixture,"AllTransientFixture/4[int,char,java.lang.String,short]",i,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\ToStringStyleConcurrencyTest.java,org.apache.commons.lang3.builder.ToStringStyleConcurrencyTest,testConcurrency/1[org.apache.commons.lang3.builder.ToStringStyleConcurrencyTest.CollectionHolder<java.util.List<java.lang.Integer>>],REPEAT,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\ToStringStyleConcurrencyTest.java,org.apache.commons.lang3.builder.ToStringStyleConcurrencyTest,testConcurrency/1[org.apache.commons.lang3.builder.ToStringStyleConcurrencyTest.CollectionHolder<java.util.List<java.lang.Integer>>],LIST,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testToString/0,intRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testToString/0,byteRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testContains/0,intRange,6
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIsBeforeRange/0,intRange,8
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testContainsRange/0,intRange,12
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testGetMinimum/0,intRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testGetMinimum/0,longRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testGetMinimum/0,floatRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testGetMinimum/0,doubleRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIntersectionWith/0,intRange,4
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIntersectionWith/0,longRange,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIntersectionWith/0,floatRange,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIntersectionWith/0,byteRange,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIntersectionWith/0,doubleRange,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIsAfter/0,intRange,6
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,setUp/0,intRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,setUp/0,longRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,setUp/0,byteRange3,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,setUp/0,floatRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,setUp/0,byteRange2,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,setUp/0,byteRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,setUp/0,doubleRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIsOverlappedBy/0,intRange,13
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIsBefore/0,intRange,6
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIsAfterRange/0,intRange,8
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIsStartedBy/0,intRange,6
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIsEndedBy/0,intRange,6
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testSerializing/0,intRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testElementCompareTo/0,intRange,6
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testEqualsObject/0,byteRange3,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testEqualsObject/0,byteRange2,8
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testEqualsObject/0,byteRange,5
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testFitNull/0,intRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIntersectionWithNull/0,intRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testFit/0,intRange,11
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testGetMaximum/0,intRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testGetMaximum/0,longRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testGetMaximum/0,floatRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testGetMaximum/0,doubleRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testToStringFormat/0,intRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testIntersectionWithNonOverlapping/0,intRange,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testHashCode/0,intRange,3
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testHashCode/0,byteRange3,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testHashCode/0,byteRange2,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\RangeTest.java,org.apache.commons.lang3.RangeTest,testHashCode/0,byteRange,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\builder\ToStringBuilderTest.java,org.apache.commons.lang3.builder.ToStringBuilderTest$MultiLineTestObject,toString/0,i,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest$TryAcquireThread,run/0,semaphore,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest$TryAcquireThread,run/0,latch,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest$TryAcquireThread,run/0,acquired,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest$TryAcquireThread,"TryAcquireThread/2[org.apache.commons.lang3.concurrent.TimedSemaphore,java.util.concurrent.CountDownLatch]",semaphore,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\concurrent\TimedSemaphoreTest.java,org.apache.commons.lang3.concurrent.TimedSemaphoreTest$TryAcquireThread,"TryAcquireThread/2[org.apache.commons.lang3.concurrent.TimedSemaphore,java.util.concurrent.CountDownLatch]",latch,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DurationFormatUtilsTest.java,org.apache.commons.lang3.time.DurationFormatUtilsTest,"bruteForce/5[int,int,int,java.lang.String,int]",FOUR_YEARS,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\time\DurationFormatUtilsTest.java,org.apache.commons.lang3.time.DurationFormatUtilsTest,testFourYears/0,FOUR_YEARS,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\tuple\Pair.java,org.apache.commons.lang3.tuple.Pair,emptyArray/0,EMPTY_ARRAY,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\builder\IDKey.java,org.apache.commons.lang3.builder.IDKey,equals/1[java.lang.Object],id,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\builder\IDKey.java,org.apache.commons.lang3.builder.IDKey,equals/1[java.lang.Object],value,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\builder\IDKey.java,org.apache.commons.lang3.builder.IDKey,hashCode/0,id,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\builder\IDKey.java,org.apache.commons.lang3.builder.IDKey,IDKey/1[java.lang.Object],id,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\main\java\org\apache\commons\lang3\builder\IDKey.java,org.apache.commons.lang3.builder.IDKey,IDKey/1[java.lang.Object],value,5
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfLongs/0,LONG_PRIM_LIST,4
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfLongs/0,SEPARATOR_CHAR,5
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfBytes/0,BYTE_PRIM_LIST,4
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayOfBytes/0,SEPARATOR_CHAR,5
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_IteratorChar/0,ARRAY_LIST,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_IteratorChar/0,NULL_TO_STRING_LIST,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_IteratorChar/0,EMPTY_ARRAY_LIST,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_IteratorChar/0,TEXT_LIST_CHAR,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_IteratorChar/0,NULL_ARRAY_LIST,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_IteratorChar/0,SEPARATOR_CHAR,4
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testSplit_String/0,NON_WHITESPACE,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testSplit_String/0,WHITESPACE,1
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayString_EmptyDelimiter/0,ARRAY_LIST,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayString_EmptyDelimiter/0,EMPTY_ARRAY_LIST,2
C:\Users\Owner\Documents\Object_Oriented_Development\Week_5\Projects\Apache_Commons_Lang\commons-lang-master\src\test\java\org\apache\commons\lang3\StringUtilsTest.java,org.apache.commons.lang3.StringUtilsTest,testJoin_ArrayString_EmptyDelimiter/0,NULL_ARRAY_LIST,1
